BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201902,22,2300,201902,23,1200,135102,809736,COLORADO,8,2019,February,Waterspout,Z,95,WESTERN KIOWA COUNTY,PUB,2/22/2019 23:00,MST-7,2/23/2019 12:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,22,2300,201902,23,1200,135102,809738,COLORADO,8,2019,February,Waterspout,Z,96,EASTERN KIOWA COUNTY,PUB,2/22/2019 23:00,MST-7,2/23/2019 12:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,22,2300,201902,23,1200,135102,809740,COLORADO,8,2019,February,Waterspout,Z,97,BENT COUNTY,PUB,2/22/2019 23:00,MST-7,2/23/2019 12:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,22,2300,201902,23,1200,135102,809741,COLORADO,8,2019,February,Waterspout,Z,98,LAMAR VICINITY / PROWERS COUNTY,PUB,2/22/2019 23:00,MST-7,2/23/2019 12:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1000,201902,13,700,134738,807347,MICHIGAN,26,2019,February,Waterspout,Z,6,ALGER,MQT,2/12/2019 10:00,EST-5,2/13/2019 7:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1000,201902,13,700,134738,807362,MICHIGAN,26,2019,February,Waterspout,Z,7,LUCE,MQT,2/12/2019 10:00,EST-5,2/13/2019 7:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,700,201902,13,700,134738,807374,MICHIGAN,26,2019,February,Waterspout,Z,9,GOGEBIC,MQT,2/12/2019 7:00,CST-6,2/13/2019 7:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,700,201902,12,2200,134738,807378,MICHIGAN,26,2019,February,Waterspout,Z,10,IRON,MQT,2/12/2019 7:00,CST-6,2/12/2019 22:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,700,201902,12,2200,134738,807381,MICHIGAN,26,2019,February,Waterspout,Z,11,DICKINSON,MQT,2/12/2019 7:00,CST-6,2/12/2019 22:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,400,201902,13,0,134738,807384,MICHIGAN,26,2019,February,Waterspout,Z,12,MENOMINEE,MQT,2/12/2019 4:00,CST-6,2/13/2019 0:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201904,11,300,201904,12,0,136223,817467,WISCONSIN,55,2019,April,Waterspout,Z,21,NORTHERN OCONTO,GRB,4/11/2019 3:00,CST-6,4/12/2019 0:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1200,201902,7,2100,133154,796676,MINNESOTA,27,2019,February,Waterspout,Z,24,HUBBARD,FGF,2/6/2019 12:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,317,133154,796677,MINNESOTA,27,2019,February,Waterspout,Z,30,WEST OTTER TAIL,FGF,2/6/2019 18:00,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,4,600,201902,4,1011,134587,806452,CALIFORNIA,6,2019,February,Waterspout,Z,106,SOUTHERN HUMBOLDT INTERIOR,EKA,2/4/2019 6:00,PST-8,2/4/2019 10:11,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,4,0,201902,4,1104,134587,806456,CALIFORNIA,6,2019,February,Waterspout,Z,105,NORTHERN HUMBOLDT INTERIOR,EKA,2/4/2019 0:00,PST-8,2/4/2019 11:04,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,4,0,201902,4,1420,134587,806460,CALIFORNIA,6,2019,February,Waterspout,Z,105,NORTHERN HUMBOLDT INTERIOR,EKA,2/4/2019 0:00,PST-8,2/4/2019 14:20,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1200,201902,14,900,135011,809104,NEW YORK,36,2019,February,Waterspout,Z,6,OSWEGO,BUF,2/12/2019 12:00,EST-5,2/14/2019 9:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,600,201902,13,200,134738,807387,MICHIGAN,26,2019,February,Waterspout,Z,13,DELTA,MQT,2/12/2019 6:00,EST-5,2/13/2019 2:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1000,201902,13,800,134738,807389,MICHIGAN,26,2019,February,Waterspout,Z,14,SOUTHERN SCHOOLCRAFT,MQT,2/12/2019 10:00,EST-5,2/13/2019 8:00,0,0,0,0,0.00K,0.00K,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,900,201902,13,200,134738,807392,MICHIGAN,26,2019,February,Waterspout,Z,84,SOUTHERN HOUGHTON,MQT,2/12/2019 9:00,EST-5,2/13/2019 2:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1000,201902,13,700,134738,807396,MICHIGAN,26,2019,February,Waterspout,Z,85,NORTHERN SCHOOLCRAFT,MQT,2/12/2019 10:00,EST-5,2/13/2019 7:00,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,,,,,,,,,,,,,
201902,14,1900,201902,15,1600,135153,810134,MICHIGAN,26,2019,February,Waterspout,Z,6,ALGER,MQT,2/14/2019 19:00,EST-5,2/15/2019 16:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,14,1900,201902,15,700,135153,810136,MICHIGAN,26,2019,February,Waterspout,Z,85,NORTHERN SCHOOLCRAFT,MQT,2/14/2019 19:00,EST-5,2/15/2019 7:00,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,317,133154,796678,MINNESOTA,27,2019,February,Waterspout,Z,40,GRANT,FGF,2/6/2019 18:00,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796679,MINNESOTA,27,2019,February,Waterspout,Z,31,EAST OTTER TAIL,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,4,530,201902,4,2257,134587,806464,CALIFORNIA,6,2019,February,Waterspout,Z,110,NORTHWESTERN MENDOCINO INTERIOR,EKA,2/4/2019 5:30,PST-8,2/4/2019 22:57,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,19,300,201902,19,1400,133338,797825,NEW MEXICO,35,2019,February,Waterspout,Z,519,ALBUQUERQUE METRO AREA,ABQ,2/19/2019 3:00,MST-7,2/19/2019 14:00,0,22,0,0,,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,830,201902,20,2130,133731,800258,MARYLAND,24,2019,February,Waterspout,Z,8,CECIL,PHI,2/20/2019 8:30,EST-5,2/20/2019 21:30,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1030,201902,21,0,133732,800263,PENNSYLVANIA,42,2019,February,Waterspout,Z,60,BERKS,PHI,2/20/2019 10:30,EST-5,2/21/2019 0:00,0,0,0,0,0.00K,0.00K,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1000,201902,20,2130,133732,800265,PENNSYLVANIA,42,2019,February,Waterspout,Z,70,DELAWARE,PHI,2/20/2019 10:00,EST-5,2/20/2019 21:30,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,915,201902,20,2130,133732,800266,PENNSYLVANIA,42,2019,February,Waterspout,Z,102,EASTERN CHESTER,PHI,2/20/2019 9:15,EST-5,2/20/2019 21:30,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,14,1800,201902,15,800,135153,810139,MICHIGAN,26,2019,February,Waterspout,Z,4,BARAGA,MQT,2/14/2019 18:00,EST-5,2/15/2019 8:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,14,1700,201902,15,800,135153,810140,MICHIGAN,26,2019,February,Waterspout,Z,2,ONTONAGON,MQT,2/14/2019 17:00,EST-5,2/15/2019 8:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,14,1800,201902,15,900,135153,810141,MICHIGAN,26,2019,February,Waterspout,Z,3,NORTHERN HOUGHTON,MQT,2/14/2019 18:00,EST-5,2/15/2019 9:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,3,1920,201902,4,600,132925,805746,MONTANA,30,2019,February,Waterspout,Z,16,CENTRAL AND SE PHILLIPS,GGW,2/3/2019 19:20,MST-7,2/4/2019 6:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,,,
201904,11,300,201904,12,0,136223,817466,WISCONSIN,55,2019,April,Waterspout,Z,20,MENOMINEE,GRB,4/11/2019 3:00,CST-6,4/12/2019 0:00,0,0,0,0,0.00K,0.00K,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
201904,11,300,201904,12,0,136223,817468,WISCONSIN,55,2019,April,Waterspout,Z,73,SOUTHERN MARINETTE,GRB,4/11/2019 3:00,CST-6,4/12/2019 0:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1200,201902,7,2100,133154,796669,MINNESOTA,27,2019,February,Waterspout,Z,15,EAST POLK,FGF,2/6/2019 12:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1200,201902,7,2100,133154,796670,MINNESOTA,27,2019,February,Waterspout,Z,16,NORTH CLEARWATER,FGF,2/6/2019 12:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201901,28,500,201901,28,2200,134466,805648,MICHIGAN,26,2019,January,Waterspout,Z,29,OSCODA,APX,1/28/2019 5:00,EST-5,1/28/2019 22:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796680,MINNESOTA,27,2019,February,Waterspout,Z,32,WADENA,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796681,MINNESOTA,27,2019,February,Waterspout,Z,5,ROSEAU,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,900,201902,20,1900,135158,810152,MICHIGAN,26,2019,February,Waterspout,Z,9,GOGEBIC,MQT,2/20/2019 9:00,CST-6,2/20/2019 19:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1000,201902,20,1900,135158,810162,MICHIGAN,26,2019,February,Waterspout,Z,10,IRON,MQT,2/20/2019 10:00,CST-6,2/20/2019 19:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,900,201902,20,2200,135158,810164,MICHIGAN,26,2019,February,Waterspout,Z,13,DELTA,MQT,2/20/2019 9:00,EST-5,2/20/2019 22:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1000,201902,20,2200,135158,810166,MICHIGAN,26,2019,February,Waterspout,Z,14,SOUTHERN SCHOOLCRAFT,MQT,2/20/2019 10:00,EST-5,2/20/2019 22:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1200,201902,20,2200,135158,810170,MICHIGAN,26,2019,February,Waterspout,Z,6,ALGER,MQT,2/20/2019 12:00,EST-5,2/20/2019 22:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1100,201902,21,2300,135158,810183,MICHIGAN,26,2019,February,Waterspout,Z,5,MARQUETTE,MQT,2/20/2019 11:00,EST-5,2/21/2019 23:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796682,MINNESOTA,27,2019,February,Waterspout,Z,6,LAKE OF THE WOODS,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796683,MINNESOTA,27,2019,February,Waterspout,Z,8,EAST MARSHALL,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,25,1104,201902,27,1603,134496,805820,CALIFORNIA,6,2019,February,Waterspout,Z,85,MODOC COUNTY,MFR,2/25/2019 11:04,PST-8,2/27/2019 16:03,0,0,0,0,0.00K,0.00K,RAWS,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,915,201902,20,2130,133732,800274,PENNSYLVANIA,42,2019,February,Waterspout,Z,101,WESTERN CHESTER,PHI,2/20/2019 9:15,EST-5,2/20/2019 21:30,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1030,201902,21,30,133732,800275,PENNSYLVANIA,42,2019,February,Waterspout,Z,103,WESTERN MONTGOMERY,PHI,2/20/2019 10:30,EST-5,2/21/2019 0:30,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1200,201902,20,2200,135158,810207,MICHIGAN,26,2019,February,Waterspout,Z,4,BARAGA,MQT,2/20/2019 12:00,EST-5,2/20/2019 22:00,0,0,0,0,0.00K,0.00K,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1100,201902,20,2300,135158,810211,MICHIGAN,26,2019,February,Waterspout,Z,85,NORTHERN SCHOOLCRAFT,MQT,2/20/2019 11:00,EST-5,2/20/2019 23:00,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,700,201902,20,2100,135158,810218,MICHIGAN,26,2019,February,Waterspout,Z,12,MENOMINEE,MQT,2/20/2019 7:00,CST-6,2/20/2019 21:00,0,0,0,0,0.00K,0.00K,CoCoRaHS,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1200,201902,21,0,135158,810220,MICHIGAN,26,2019,February,Waterspout,Z,3,NORTHERN HOUGHTON,MQT,2/20/2019 12:00,EST-5,2/21/2019 0:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,1300,201902,21,0,135158,810226,MICHIGAN,26,2019,February,Waterspout,Z,1,KEWEENAW,MQT,2/20/2019 13:00,EST-5,2/21/2019 0:00,0,0,0,0,0.00K,0.00K,Mesonet,,,,,,,,,,,,,,,,,,,,,,,,
201902,25,900,201902,26,1100,134481,805780,MONTANA,30,2019,February,Waterspout,Z,43,POTOMAC / SEELEY LAKE REGION,MSO,2/25/2019 9:00,MST-7,2/26/2019 11:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796684,MINNESOTA,27,2019,February,Waterspout,Z,13,PENNINGTON,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796685,MINNESOTA,27,2019,February,Waterspout,Z,14,RED LAKE,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,19,1330,201902,20,200,134837,808190,ARKANSAS,5,2019,February,Waterspout,Z,11,MADISON,TSA,2/19/2019 13:30,CST-6,2/20/2019 2:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1014,201902,7,317,133151,796658,NORTH DAKOTA,38,2019,February,Waterspout,Z,29,STEELE,FGF,2/6/2019 10:14,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1200,201902,7,2100,133154,796671,MINNESOTA,27,2019,February,Waterspout,Z,17,SOUTH BELTRAMI,FGF,2/6/2019 12:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1200,201902,7,2100,133154,796672,MINNESOTA,27,2019,February,Waterspout,Z,22,MAHNOMEN,FGF,2/6/2019 12:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1800,201902,7,2100,133154,796686,MINNESOTA,27,2019,February,Waterspout,Z,9,NORTH BELTRAMI,FGF,2/6/2019 18:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1600,201902,13,500,133501,798791,NEW HAMPSHIRE,33,2019,February,Waterspout,Z,6,SOUTHERN CARROLL,GYX,2/12/2019 16:00,EST-5,2/13/2019 5:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,2,1800,201902,5,500,134788,807899,WYOMING,56,2019,February,Waterspout,Z,1,YELLOWSTONE NATIONAL PARK,RIW,2/2/2019 18:00,MST-7,2/5/2019 5:00,0,0,0,0,0.00K,0.00K,SNOTEL,,,,,,,,,,,,,,,,,,,,,,,,
201902,2,1500,201902,5,1700,134788,807901,WYOMING,56,2019,February,Waterspout,Z,13,JACKSON HOLE,RIW,2/2/2019 15:00,MST-7,2/5/2019 17:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1014,201902,7,317,133151,796659,NORTH DAKOTA,38,2019,February,Waterspout,Z,30,TRAILL,FGF,2/6/2019 10:14,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1014,201902,7,317,133151,796660,NORTH DAKOTA,38,2019,February,Waterspout,Z,39,CASS,FGF,2/6/2019 10:14,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1014,201902,7,317,133151,796661,NORTH DAKOTA,38,2019,February,Waterspout,Z,53,RICHLAND,FGF,2/6/2019 10:14,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,945,134622,806623,CALIFORNIA,6,2019,February,Waterspout,Z,103,NORTHERN HUMBOLDT COAST,EKA,2/9/2019 2:00,PST-8,2/10/2019 9:45,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,1038,134622,806625,CALIFORNIA,6,2019,February,Waterspout,Z,103,NORTHERN HUMBOLDT COAST,EKA,2/9/2019 2:00,PST-8,2/10/2019 10:38,0,0,0,0,0.00K,0.00K,NWS Employee,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,9,2318,134622,806627,CALIFORNIA,6,2019,February,Waterspout,Z,103,NORTHERN HUMBOLDT COAST,EKA,2/9/2019 2:00,PST-8,2/9/2019 23:18,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1600,201902,13,500,133501,798792,NEW HAMPSHIRE,33,2019,February,Waterspout,Z,4,NORTHERN CARROLL,GYX,2/12/2019 16:00,EST-5,2/13/2019 5:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1200,201902,13,500,133501,798793,NEW HAMPSHIRE,33,2019,February,Waterspout,Z,5,SOUTHERN GRAFTON,GYX,2/12/2019 12:00,EST-5,2/13/2019 5:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,3,1200,201902,5,1500,134788,807902,WYOMING,56,2019,February,Waterspout,Z,23,STAR VALLEY,RIW,2/3/2019 12:00,MST-7,2/5/2019 15:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,2,2300,201902,5,1400,134788,807903,WYOMING,56,2019,February,Waterspout,Z,24,SALT RIVER & WYOMING RANGES,RIW,2/2/2019 23:00,MST-7,2/5/2019 14:00,0,0,0,0,0.00K,0.00K,SNOTEL,,,,,,,,,,,,,,,,,,,,,,,,
201902,2,2200,201902,5,1000,134788,807904,WYOMING,56,2019,February,Waterspout,Z,15,WIND RIVER MOUNTAINS EAST,RIW,2/2/2019 22:00,MST-7,2/5/2019 10:00,0,0,0,0,0.00K,0.00K,SHAVE Project,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1500,201902,7,317,133151,796662,NORTH DAKOTA,38,2019,February,Waterspout,Z,27,GRAND FORKS,FGF,2/6/2019 15:00,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,900,201902,7,735,133151,796653,NORTH DAKOTA,38,2019,February,Waterspout,Z,38,BARNES,FGF,2/6/2019 9:00,CST-6,2/7/2019 7:35,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,900,201902,7,317,133151,796655,NORTH DAKOTA,38,2019,February,Waterspout,Z,49,RANSOM,FGF,2/6/2019 9:00,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,933,134622,806629,CALIFORNIA,6,2019,February,Waterspout,Z,107,NORTHERN TRINITY,EKA,2/9/2019 2:00,PST-8,2/10/2019 9:33,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,1013,134622,806638,CALIFORNIA,6,2019,February,Waterspout,Z,110,NORTHWESTERN MENDOCINO INTERIOR,EKA,2/9/2019 2:00,PST-8,2/10/2019 10:13,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,1000,134622,806647,CALIFORNIA,6,2019,February,Waterspout,Z,106,SOUTHERN HUMBOLDT INTERIOR,EKA,2/9/2019 2:00,PST-8,2/10/2019 10:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,12,1600,201902,13,600,133502,798798,MAINE,23,2019,February,Waterspout,Z,18,INTERIOR YORK,GYX,2/12/2019 16:00,EST-5,2/13/2019 6:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,20,100,201902,20,2300,135156,810151,MARYLAND,24,2019,February,Waterspout,Z,1,GARRETT,PBZ,2/20/2019 1:00,EST-5,2/20/2019 23:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,,,
201902,5,1800,201902,6,600,135331,811435,MICHIGAN,26,2019,February,Waterspout,Z,15,MACKINAC,APX,2/5/2019 18:00,EST-5,2/6/2019 6:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201904,10,1600,201904,11,1200,136223,817463,WISCONSIN,55,2019,April,Waterspout,Z,31,SHAWANO,GRB,4/10/2019 16:00,CST-6,4/11/2019 12:00,0,0,0,0,0.00K,0.00K,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1200,201902,7,2100,133154,796673,MINNESOTA,27,2019,February,Waterspout,Z,23,SOUTH CLEARWATER,FGF,2/6/2019 12:00,CST-6,2/7/2019 21:00,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,1300,134622,806649,CALIFORNIA,6,2019,February,Waterspout,Z,106,SOUTHERN HUMBOLDT INTERIOR,EKA,2/9/2019 2:00,PST-8,2/10/2019 13:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,1230,134622,806652,CALIFORNIA,6,2019,February,Waterspout,Z,106,SOUTHERN HUMBOLDT INTERIOR,EKA,2/9/2019 2:00,PST-8,2/10/2019 12:30,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,2200,201902,10,1200,134622,806653,CALIFORNIA,6,2019,February,Waterspout,Z,106,SOUTHERN HUMBOLDT INTERIOR,EKA,2/9/2019 22:00,PST-8,2/10/2019 12:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,9,200,201902,10,1600,134622,806654,CALIFORNIA,6,2019,February,Waterspout,Z,107,NORTHERN TRINITY,EKA,2/9/2019 2:00,PST-8,2/10/2019 16:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,,,
201902,17,1808,201902,18,948,133360,798140,CALIFORNIA,6,2019,February,Waterspout,Z,95,KERN CTY MTNS,HNX,2/17/2019 18:08,PST-8,2/18/2019 9:48,0,0,0,0,250.00K,0.00K,Law Enforcement,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,900,201902,7,317,133151,796656,NORTH DAKOTA,38,2019,February,Waterspout,Z,52,SARGENT,FGF,2/6/2019 9:00,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
201902,6,1014,201902,7,317,133154,796663,MINNESOTA,27,2019,February,Waterspout,Z,3,CLAY,FGF,2/6/2019 10:14,CST-6,2/7/2019 3:17,0,0,0,0,,,COOP Observer,,,,,,,,,,,,,,,,,,,,,,,,
